NAME,S1701_C03_001E,S1501_C02_015E,S1901_C01_012E,state,county
"Richland County, North Dakota",10.4,25.0,72524,38,077
"Rolette County, North Dakota",25.1,16.6,57355,38,079
"Sargent County, North Dakota",7.9,19.1,77697,38,081
"Sheridan County, North Dakota",8.5,20.3,67361,38,083
"Sioux County, North Dakota",42.7,11.2,41676,38,085
"Slope County, North Dakota",6.4,22.8,62500,38,087
"Stark County, North Dakota",11.0,27.2,80744,38,089
"Steele County, North Dakota",13.3,29.6,80313,38,091
"Stutsman County, North Dakota",12.4,24.4,60172,38,093
"Towner County, North Dakota",11.5,18.9,63017,38,095
"Traill County, North Dakota",6.9,31.2,88289,38,097
"Walsh County, North Dakota",10.5,19.5,69976,38,099
"Ward County, North Dakota",7.8,29.7,79273,38,101
"Wells County, North Dakota",10.5,22.3,61346,38,103
"Williams County, North Dakota",8.8,23.7,90224,38,105
"Adams County, Ohio",20.3,14.3,49521,39,001
"Allen County, Ohio",13.1,19.9,62001,39,003
"Ashland County, Ohio",13.8,22.1,64991,39,005
"Ashtabula County, Ohio",18.3,16.0,55507,39,007
"Athens County, Ohio",22.1,35.4,53837,39,009
"Auglaize County, Ohio",7.5,20.8,76454,39,011
"Belmont County, Ohio",14.3,18.7,58411,39,013
"Brown County, Ohio",17.4,15.8,69990,39,015
"Butler County, Ohio",11.7,32.5,81194,39,017
"Carroll County, Ohio",12.5,14.0,64675,39,019
"Champaign County, Ohio",8.2,19.1,74239,39,021
"Clark County, Ohio",15.6,18.5,60846,39,023
"Clermont County, Ohio",8.8,31.4,83178,39,025
"Clinton County, Ohio",14.8,20.1,68125,39,027
"Columbiana County, Ohio",13.9,16.0,58474,39,029
"Coshocton County, Ohio",18.8,16.7,54687,39,031
"Crawford County, Ohio",13.2,15.5,55477,39,033
"Cuyahoga County, Ohio",16.2,35.9,62823,39,035
"Darke County, Ohio",11.2,16.5,64654,39,037
"Defiance County, Ohio",10.0,20.1,73615,39,039
"Delaware County, Ohio",5.0,58.0,130088,39,041
"Erie County, Ohio",12.5,27.9,68431,39,043
"Fairfield County, Ohio",8.2,31.9,87069,39,045
"Fayette County, Ohio",16.0,13.8,60047,39,047
"Franklin County, Ohio",14.5,42.0,73795,39,049
"Fulton County, Ohio",8.7,18.8,72866,39,051
"Gallia County, Ohio",14.8,17.9,56455,39,053
"Geauga County, Ohio",5.8,38.7,100783,39,055
"Greene County, Ohio",9.8,41.3,85218,39,057
"Guernsey County, Ohio",15.8,15.3,55756,39,059
"Hamilton County, Ohio",14.9,41.4,70816,39,061
"Hancock County, Ohio",10.3,29.7,69699,39,063
"Hardin County, Ohio",18.2,18.9,58001,39,065
"Harrison County, Ohio",14.6,13.0,53851,39,067
"Henry County, Ohio",8.4,18.7,79267,39,069
"Highland County, Ohio",14.4,15.6,62008,39,071
"Hocking County, Ohio",17.1,14.4,61366,39,073
"Holmes County, Ohio",8.8,11.0,74774,39,075
"Huron County, Ohio",12.0,16.9,65972,39,077
"Jackson County, Ohio",17.7,16.6,58409,39,079
"Jefferson County, Ohio",16.9,20.6,56983,39,081
"Knox County, Ohio",11.0,24.3,73988,39,083
"Lake County, Ohio",8.2,30.5,77952,39,085
"Lawrence County, Ohio",17.5,18.6,54842,39,087
"Licking County, Ohio",10.1,29.3,81033,39,089
"Logan County, Ohio",11.3,18.3,69183,39,091
"Lorain County, Ohio",12.8,27.9,70693,39,093
"Lucas County, Ohio",17.8,28.5,60095,39,095
"Madison County, Ohio",9.7,22.4,83229,39,097
"Mahoning County, Ohio",18.3,26.4,55576,39,099
"Marion County, Ohio",15.3,13.7,57306,39,101
"Medina County, Ohio",6.1,36.2,92660,39,103
"Meigs County, Ohio",22.0,11.8,46701,39,105
"Mercer County, Ohio",6.1,22.2,78036,39,107
"Miami County, Ohio",8.6,24.9,74175,39,109
"Monroe County, Ohio",15.1,10.7,58962,39,111
"Montgomery County, Ohio",14.9,30.5,64403,39,113
"Morgan County, Ohio",14.3,14.2,55971,39,115
"Morrow County, Ohio",10.9,18.2,71047,39,117
"Muskingum County, Ohio",15.6,20.3,59203,39,119
"Noble County, Ohio",11.7,13.7,55360,39,121
"Ottawa County, Ohio",8.4,28.5,75728,39,123
"Paulding County, Ohio",9.6,15.7,68167,39,125
"Perry County, Ohio",14.7,15.0,64737,39,127
"Pickaway County, Ohio",12.1,21.3,72927,39,129
"Pike County, Ohio",19.9,14.6,49552,39,131
"Portage County, Ohio",11.4,31.5,72822,39,133
"Preble County, Ohio",11.2,17.9,71237,39,135
"Putnam County, Ohio",7.1,26.3,82785,39,137
"Richland County, Ohio",13.9,17.9,57649,39,139
"Ross County, Ohio",16.8,17.1,59819,39,141
"Sandusky County, Ohio",13.2,19.1,62500,39,143
"Scioto County, Ohio",22.4,18.0,49571,39,145
"Seneca County, Ohio",11.9,20.7,65020,39,147
"Shelby County, Ohio",11.1,20.6,72822,39,149
"Stark County, Ohio",12.7,25.0,65740,39,151
"Summit County, Ohio",12.6,35.3,71016,39,153
"Trumbull County, Ohio",16.8,20.3,55088,39,155
"Tuscarawas County, Ohio",13.0,19.6,64494,39,157
"Union County, Ohio",5.1,39.1,109506,39,159
"Van Wert County, Ohio",9.5,17.0,65344,39,161
"Vinton County, Ohio",16.7,15.1,53813,39,163
"Warren County, Ohio",5.4,45.7,107843,39,165
"Washington County, Ohio",12.9,20.7,61355,39,167
"Wayne County, Ohio",8.7,24.7,71769,39,169
"Williams County, Ohio",11.9,14.2,61834,39,171
"Wood County, Ohio",12.0,37.4,73124,39,173
"Wyandot County, Ohio",7.5,20.7,71878,39,175
"Adair County, Oklahoma",21.5,11.8,48028,40,001
"Alfalfa County, Oklahoma",14.0,20.7,67870,40,003
"Atoka County, Oklahoma",17.6,15.3,52034,40,005
"Beaver County, Oklahoma",9.8,23.0,64266,40,007
"Beckham County, Oklahoma",23.2,13.3,52323,40,009
"Blaine County, Oklahoma",15.3,18.0,59304,40,011
"Bryan County, Oklahoma",17.4,24.4,54280,40,013
"Caddo County, Oklahoma",19.0,15.5,52817,40,015
"Canadian County, Oklahoma",8.6,31.8,85427,40,017
"Carter County, Oklahoma",15.1,20.0,58856,40,019
"Cherokee County, Oklahoma",19.3,29.4,53668,40,021
"Choctaw County, Oklahoma",22.0,15.2,45456,40,023
"Cimarron County, Oklahoma",10.5,31.7,57204,40,025
"Cleveland County, Oklahoma",12.8,35.6,74446,40,027
"Coal County, Oklahoma",21.3,16.8,48162,40,029
"Comanche County, Oklahoma",17.7,24.2,59000,40,031
"Cotton County, Oklahoma",22.9,20.9,60313,40,033
"Craig County, Oklahoma",19.5,14.9,50182,40,035
"Creek County, Oklahoma",13.9,18.4,61849,40,037
"Custer County, Oklahoma",16.5,33.3,57562,40,039
"Delaware County, Oklahoma",18.6,19.2,55114,40,041
"Dewey County, Oklahoma",14.4,19.8,60550,40,043
"Ellis County, Oklahoma",13.8,20.0,56992,40,045
"Garfield County, Oklahoma",12.7,22.3,67302,40,047
"Garvin County, Oklahoma",15.3,17.7,57127,40,049
"Grady County, Oklahoma",12.3,21.9,75730,40,051
"Grant County, Oklahoma",13.5,22.7,61824,40,053
"Greer County, Oklahoma",14.7,15.3,60183,40,055
"Harmon County, Oklahoma",17.0,16.3,54286,40,057
"Harper County, Oklahoma",15.9,26.6,59191,40,059
"Haskell County, Oklahoma",20.0,15.2,49930,40,061
"Hughes County, Oklahoma",20.9,15.1,47923,40,063
"Jackson County, Oklahoma",16.0,24.2,61497,40,065
"Jefferson County, Oklahoma",22.8,15.7,48750,40,067
"Johnston County, Oklahoma",21.9,21.3,50911,40,069
"Kay County, Oklahoma",15.5,18.5,56673,40,071
"Kingfisher County, Oklahoma",11.7,22.8,70617,40,073
"Kiowa County, Oklahoma",25.0,18.4,42063,40,075
"Latimer County, Oklahoma",19.2,10.4,41048,40,077
"Le Flore County, Oklahoma",20.0,14.8,50027,40,079
"Lincoln County, Oklahoma",16.5,15.5,59425,40,081
"Logan County, Oklahoma",13.7,30.5,82735,40,083
"Love County, Oklahoma",14.8,16.0,62940,40,085
"McClain County, Oklahoma",7.8,28.0,84778,40,087
"McCurtain County, Oklahoma",21.1,15.5,50175,40,089
"McIntosh County, Oklahoma",20.9,14.4,46203,40,091
"Major County, Oklahoma",11.4,18.0,69229,40,093
"Marshall County, Oklahoma",16.5,16.9,56495,40,095
"Mayes County, Oklahoma",17.6,16.5,57279,40,097
"Murray County, Oklahoma",12.8,17.8,61904,40,099
"Muskogee County, Oklahoma",20.3,19.0,51999,40,101
"Noble County, Oklahoma",11.5,20.3,70071,40,103
"Nowata County, Oklahoma",16.4,16.4,52679,40,105
"Okfuskee County, Oklahoma",27.4,13.1,45441,40,107
"Oklahoma County, Oklahoma",15.7,35.1,65374,40,109
"Okmulgee County, Oklahoma",17.6,17.3,53123,40,111
"Osage County, Oklahoma",12.6,21.5,60482,40,113
"Ottawa County, Oklahoma",20.7,15.0,48656,40,115
"Pawnee County, Oklahoma",17.0,16.3,57551,40,117
"Payne County, Oklahoma",23.9,40.1,48937,40,119
"Pittsburg County, Oklahoma",18.2,19.7,54787,40,121
"Pontotoc County, Oklahoma",12.6,29.7,62564,40,123
"Pottawatomie County, Oklahoma",15.7,21.0,60828,40,125
"Pushmataha County, Oklahoma",23.7,14.3,44634,40,127
"Roger Mills County, Oklahoma",15.4,23.9,62721,40,129
"Rogers County, Oklahoma",9.6,25.6,77688,40,131
"Seminole County, Oklahoma",22.4,15.1,46191,40,133
"Sequoyah County, Oklahoma",20.3,15.2,49795,40,135
"Stephens County, Oklahoma",17.5,19.5,60236,40,137
"Texas County, Oklahoma",18.5,24.4,59275,40,139
"Tillman County, Oklahoma",17.2,17.3,47445,40,141
"Tulsa County, Oklahoma",14.7,33.7,67317,40,143
"Wagoner County, Oklahoma",9.3,26.9,78520,40,145
"Washington County, Oklahoma",14.6,30.5,61205,40,147
"Washita County, Oklahoma",12.6,20.4,61980,40,149
"Woods County, Oklahoma",19.1,32.5,50512,40,151
"Woodward County, Oklahoma",11.1,21.6,65060,40,153
"Baker County, Oregon",13.8,27.0,57844,41,001
"Benton County, Oregon",19.2,54.4,76011,41,003
"Clackamas County, Oregon",7.5,39.7,100360,41,005
"Clatsop County, Oregon",12.3,26.3,68705,41,007
"Columbia County, Oregon",8.7,19.2,86359,41,009
"Coos County, Oregon",15.6,21.7,60313,41,011
"Crook County, Oregon",9.7,22.5,81675,41,013
"Curry County, Oregon",13.3,24.2,64769,41,015
"Deschutes County, Oregon",9.3,43.4,87640,41,017
"Douglas County, Oregon",15.6,18.9,58983,41,019
"Gilliam County, Oregon",12.6,20.9,64219,41,021
"Grant County, Oregon",15.2,19.7,59800,41,023
"Harney County, Oregon",12.8,15.6,48338,41,025
"Hood River County, Oregon",5.5,39.4,82095,41,027
"Jackson County, Oregon",12.4,30.6,71443,41,029
"Jefferson County, Oregon",11.7,20.0,73051,41,031
"Josephine County, Oregon",15.8,19.7,59097,41,033
"Klamath County, Oregon",18.3,21.5,59353,41,035
"Lake County, Oregon",17.8,20.9,61222,41,037
"Lane County, Oregon",15.3,33.4,69311,41,039
"Lincoln County, Oregon",15.7,28.8,61314,41,041
"Linn County, Oregon",12.8,20.8,73396,41,043
"Malheur County, Oregon",17.8,15.5,49902,41,045
"Marion County, Oregon",13.1,26.0,74624,41,047
"Morrow County, Oregon",14.2,9.8,70217,41,049
"Multnomah County, Oregon",12.5,48.6,86247,41,051
"Polk County, Oregon",12.2,30.6,81318,41,053
"Sherman County, Oregon",17.9,16.1,59500,41,055
"Tillamook County, Oregon",12.0,25.1,66551,41,057
"Umatilla County, Oregon",12.6,18.0,68958,41,059
"Union County, Oregon",15.8,24.9,64212,41,061
"Wallowa County, Oregon",7.8,36.9,65559,41,063
"Wasco County, Oregon",12.2,21.8,63602,41,065
"Washington County, Oregon",8.0,46.7,104434,41,067
"Wheeler County, Oregon",10.0,20.4,51250,41,069
"Yamhill County, Oregon",10.4,29.2,87084,41,071
"Adams County, Pennsylvania",8.4,24.8,81071,42,001
"Allegheny County, Pennsylvania",11.2,44.8,76393,42,003
"Armstrong County, Pennsylvania",11.3,18.9,64295,42,005
"Beaver County, Pennsylvania",10.1,28.3,70156,42,007
"Bedford County, Pennsylvania",11.0,16.3,60302,42,009
"Berks County, Pennsylvania",11.7,27.2,77684,42,011
"Blair County, Pennsylvania",13.0,24.1,60594,42,013
"Bradford County, Pennsylvania",13.4,21.2,62482,42,015
"Bucks County, Pennsylvania",6.1,43.9,111951,42,017
"Butler County, Pennsylvania",8.0,38.6,86775,42,019
"Cambria County, Pennsylvania",14.2,23.0,56292,42,021
"Cameron County, Pennsylvania",16.0,11.3,47681,42,023
"Carbon County, Pennsylvania",12.0,18.3,67877,42,025
"Centre County, Pennsylvania",16.9,46.5,72748,42,027
"Chester County, Pennsylvania",5.9,56.6,123041,42,029
"Clarion County, Pennsylvania",13.9,23.3,60668,42,031
"Clearfield County, Pennsylvania",13.8,20.1,60181,42,033
"Clinton County, Pennsylvania",14.2,21.3,58842,42,035
"Columbia County, Pennsylvania",15.7,24.9,61992,42,037
"Crawford County, Pennsylvania",12.8,21.2,60254,42,039
"Cumberland County, Pennsylvania",7.8,39.6,85634,42,041
"Dauphin County, Pennsylvania",12.3,34.3,74159,42,043
"Delaware County, Pennsylvania",10.2,41.6,88576,42,045
"Elk County, Pennsylvania",9.1,19.9,64103,42,047
"Erie County, Pennsylvania",15.4,29.6,61476,42,049
"Fayette County, Pennsylvania",17.4,18.9,56093,42,051
"Forest County, Pennsylvania",14.7,12.1,50061,42,053
"Franklin County, Pennsylvania",7.8,24.0,74946,42,055
"Fulton County, Pennsylvania",11.7,17.1,64798,42,057
"Greene County, Pennsylvania",12.5,21.1,66870,42,059
"Huntingdon County, Pennsylvania",11.0,18.2,65429,42,061
"Indiana County, Pennsylvania",12.8,26.9,58739,42,063
"Jefferson County, Pennsylvania",15.3,17.5,56898,42,065
"Juniata County, Pennsylvania",10.0,15.0,63923,42,067
"Lackawanna County, Pennsylvania",14.0,30.1,64691,42,069
"Lancaster County, Pennsylvania",8.7,31.0,83703,42,071
"Lawrence County, Pennsylvania",11.6,22.8,60779,42,073
"Lebanon County, Pennsylvania",10.6,24.0,76350,42,075
"Lehigh County, Pennsylvania",11.9,33.4,77493,42,077
"Luzerne County, Pennsylvania",15.4,25.0,62321,42,079
"Lycoming County, Pennsylvania",12.5,24.8,64412,42,081
"McKean County, Pennsylvania",13.7,20.3,61705,42,083
"Mercer County, Pennsylvania",12.8,25.1,60614,42,085
"Mifflin County, Pennsylvania",16.0,13.2,61415,42,087
"Monroe County, Pennsylvania",11.3,27.9,82374,42,089
"Montgomery County, Pennsylvania",6.5,52.3,111521,42,091
"Montour County, Pennsylvania",8.8,36.6,72926,42,093
"Northampton County, Pennsylvania",8.8,33.8,86687,42,095
"Northumberland County, Pennsylvania",12.2,19.2,57948,42,097
"Perry County, Pennsylvania",8.0,18.6,78824,42,099
"Philadelphia County, Pennsylvania",22.0,34.6,60698,42,101
"Pike County, Pennsylvania",9.3,28.9,79318,42,103
"Potter County, Pennsylvania",11.7,17.1,59840,42,105
"Schuylkill County, Pennsylvania",12.5,19.1,66901,42,107
"Snyder County, Pennsylvania",8.6,21.4,68435,42,109
"Somerset County, Pennsylvania",11.2,17.3,59378,42,111
"Sullivan County, Pennsylvania",11.0,19.7,64758,42,113
"Susquehanna County, Pennsylvania",10.9,19.8,66930,42,115
"Tioga County, Pennsylvania",11.8,21.5,62932,42,117
"Union County, Pennsylvania",9.7,26.4,72894,42,119
"Venango County, Pennsylvania",12.8,19.7,61626,42,121
"Warren County, Pennsylvania",11.4,19.5,59013,42,123
"Washington County, Pennsylvania",9.4,32.8,77487,42,125
"Wayne County, Pennsylvania",12.2,21.6,62182,42,127
"Westmoreland County, Pennsylvania",10.0,31.8,72468,42,129
"Wyoming County, Pennsylvania",11.4,21.5,70268,42,131
"York County, Pennsylvania",8.6,27.2,82238,42,133
"Bristol County, Rhode Island",6.8,51.8,110926,44,001
"Kent County, Rhode Island",7.4,34.3,91278,44,003
"Newport County, Rhode Island",8.6,53.0,100859,44,005
"Providence County, Rhode Island",13.0,32.2,78204,44,007
"Washington County, Rhode Island",8.0,50.5,102478,44,009
"Abbeville County, South Carolina",14.1,19.3,52112,45,001
"Aiken County, South Carolina",13.9,31.1,67940,45,003
"Allendale County, South Carolina",26.5,13.3,31603,45,005
"Anderson County, South Carolina",14.4,26.4,64683,45,007
"Bamberg County, South Carolina",21.6,18.8,43206,45,009
"Barnwell County, South Carolina",28.5,12.8,41800,45,011
"Beaufort County, South Carolina",10.5,44.8,84819,45,013
"Berkeley County, South Carolina",10.3,29.9,82327,45,015
"Calhoun County, South Carolina",16.3,21.8,56690,45,017
"Charleston County, South Carolina",11.6,49.0,84320,45,019
"Cherokee County, South Carolina",18.5,18.4,49047,45,021
"Chester County, South Carolina",19.3,13.7,51216,45,023
"Chesterfield County, South Carolina",20.2,13.2,47620,45,025
"Clarendon County, South Carolina",18.5,17.7,48887,45,027
"Colleton County, South Carolina",18.7,16.7,48779,45,029
"Darlington County, South Carolina",20.3,19.7,47419,45,031
"Dillon County, South Carolina",29.2,11.7,44038,45,033
"Dorchester County, South Carolina",11.5,30.0,76896,45,035
"Edgefield County, South Carolina",16.4,21.4,67092,45,037
"Fairfield County, South Carolina",16.9,15.3,46972,45,039
"Florence County, South Carolina",18.3,23.6,56650,45,041
"Georgetown County, South Carolina",14.4,32.5,66734,45,043
"Greenville County, South Carolina",11.0,40.0,74624,45,045
"Greenwood County, South Carolina",17.1,25.6,50635,45,047
"Hampton County, South Carolina",20.0,11.8,43059,45,049
"Horry County, South Carolina",12.8,26.6,64623,45,051
"Jasper County, South Carolina",18.3,25.9,63503,45,053
"Kershaw County, South Carolina",14.1,22.8,64343,45,055
"Lancaster County, South Carolina",12.3,31.2,74751,45,057
"Laurens County, South Carolina",17.6,17.9,55517,45,059
"Lee County, South Carolina",23.3,12.8,44145,45,061
"Lexington County, South Carolina",11.4,33.1,75014,45,063
"McCormick County, South Carolina",18.0,23.1,55344,45,065
"Marion County, South Carolina",27.3,13.8,34501,45,067
"Marlboro County, South Carolina",26.2,8.7,36293,45,069
"Newberry County, South Carolina",16.0,23.5,59670,45,071
"Oconee County, South Carolina",16.4,28.5,60193,45,073
"Orangeburg County, South Carolina",23.9,19.4,43214,45,075
"Pickens County, South Carolina",17.2,27.3,59411,45,077
"Richland County, South Carolina",16.9,41.1,61699,45,079
"Saluda County, South Carolina",19.4,19.8,52957,45,081
"Spartanburg County, South Carolina",14.5,25.7,64195,45,083
"Sumter County, South Carolina",16.4,23.2,55990,45,085
"Union County, South Carolina",22.7,13.5,41200,45,087
"Williamsburg County, South Carolina",23.6,15.4,43471,45,089
"York County, South Carolina",8.9,38.1,83060,45,091
"Aurora County, South Dakota",8.4,18.7,74130,46,003
"Beadle County, South Dakota",13.8,26.4,63082,46,005
"Bennett County, South Dakota",31.9,20.3,44569,46,007
"Bon Homme County, South Dakota",11.8,20.1,61275,46,009
"Brookings County, South Dakota",12.8,44.0,67341,46,011
"Brown County, South Dakota",10.6,33.2,70239,46,013
"Brule County, South Dakota",10.5,30.2,74043,46,015
"Buffalo County, South Dakota",32.5,7.0,47000,46,017
"Butte County, South Dakota",7.2,19.4,67692,46,019
"Campbell County, South Dakota",8.5,29.5,65000,46,021
"Charles Mix County, South Dakota",22.8,25.1,64850,46,023
"Clark County, South Dakota",11.1,16.2,62885,46,025
"Clay County, South Dakota",19.8,46.0,58794,46,027
"Codington County, South Dakota",10.2,20.9,65080,46,029
"Corson County, South Dakota",45.2,19.2,43750,46,031
"Custer County, South Dakota",6.6,32.1,81958,46,033
"Davison County, South Dakota",12.4,25.0,61401,46,035
"Day County, South Dakota",14.0,21.3,62270,46,037
"Deuel County, South Dakota",6.7,24.1,79556,46,039
"Dewey County, South Dakota",32.3,17.3,57928,46,041
"Douglas County, South Dakota",13.7,22.9,78125,46,043
"Edmunds County, South Dakota",8.5,29.5,77266,46,045
"Fall River County, South Dakota",19.7,22.2,61056,46,047
"Faulk County, South Dakota",25.6,18.3,58000,46,049
"Grant County, South Dakota",11.2,25.5,73818,46,051
"Gregory County, South Dakota",11.0,20.9,52432,46,053
"Haakon County, South Dakota",8.2,19.5,59231,46,055
"Hamlin County, South Dakota",6.6,24.4,83194,46,057
"Hand County, South Dakota",6.6,26.2,72054,46,059
"Hanson County, South Dakota",6.2,21.5,86375,46,061
"Harding County, South Dakota",5.6,30.4,74766,46,063
"Hughes County, South Dakota",9.2,35.9,78981,46,065
"Hutchinson County, South Dakota",10.0,25.7,74459,46,067
"Hyde County, South Dakota",8.2,21.1,74279,46,069
"Jackson County, South Dakota",37.5,11.4,26686,46,071
"Jerauld County, South Dakota",10.4,21.1,75417,46,073
"Jones County, South Dakota",15.8,25.3,64688,46,075
"Kingsbury County, South Dakota",9.7,22.3,70221,46,077
"Lake County, South Dakota",9.4,34.7,73792,46,079
"Lawrence County, South Dakota",11.8,34.1,66766,46,081
"Lincoln County, South Dakota",5.8,42.5,96552,46,083
"Lyman County, South Dakota",24.6,25.3,61169,46,085
"McCook County, South Dakota",7.4,28.7,80847,46,087
"McPherson County, South Dakota",12.6,22.4,62024,46,089
"Marshall County, South Dakota",7.9,22.4,72500,46,091
"Meade County, South Dakota",7.6,26.9,74161,46,093
"Mellette County, South Dakota",46.2,16.3,51364,46,095
"Miner County, South Dakota",10.3,16.1,72589,46,097
"Minnehaha County, South Dakota",8.8,34.6,76074,46,099
"Moody County, South Dakota",9.9,31.0,77500,46,101
"Oglala Lakota County, South Dakota",52.8,9.8,34769,46,102
"Pennington County, South Dakota",12.0,34.1,70768,46,103
"Perkins County, South Dakota",11.7,21.8,65455,46,105
"Potter County, South Dakota",7.7,26.6,71726,46,107
"Roberts County, South Dakota",17.3,18.3,63691,46,109
"Sanborn County, South Dakota",11.4,19.2,69870,46,111
"Spink County, South Dakota",9.2,27.1,73011,46,115
"Stanley County, South Dakota",2.1,25.4,77000,46,117
"Sully County, South Dakota",7.9,20.9,70250,46,119
"Todd County, South Dakota",49.0,16.6,39148,46,121
"Tripp County, South Dakota",18.9,19.9,58854,46,123
"Turner County, South Dakota",8.5,26.2,75283,46,125
"Union County, South Dakota",7.3,36.5,84137,46,127
"Walworth County, South Dakota",15.3,31.1,62722,46,129
"Yankton County, South Dakota",9.4,27.7,73855,46,135
"Ziebach County, South Dakota",38.2,14.1,47333,46,137
"Anderson County, Tennessee",14.8,26.3,63171,47,001
"Bedford County, Tennessee",13.6,16.9,62197,47,003
"Benton County, Tennessee",18.5,12.4,50435,47,005
"Bledsoe County, Tennessee",25.0,8.8,49655,47,007
"Blount County, Tennessee",8.9,26.8,74607,47,009
"Bradley County, Tennessee",13.1,24.6,63789,47,011
"Campbell County, Tennessee",19.2,13.2,50260,47,013
"Cannon County, Tennessee",16.5,16.9,58092,47,015
"Carroll County, Tennessee",16.4,18.9,50391,47,017
"Carter County, Tennessee",18.0,20.7,48435,47,019
"Cheatham County, Tennessee",8.1,25.1,82015,47,021
"Chester County, Tennessee",15.6,19.2,60543,47,023
"Claiborne County, Tennessee",18.2,17.3,46587,47,025
"Clay County, Tennessee",21.7,12.0,44712,47,027
"Cocke County, Tennessee",20.3,11.6,48416,47,029
"Coffee County, Tennessee",16.1,22.9,60656,47,031
"Crockett County, Tennessee",14.8,15.7,59049,47,033
"Cumberland County, Tennessee",13.4,18.5,58475,47,035
"Davidson County, Tennessee",13.9,47.3,75664,47,037
"Decatur County, Tennessee",21.6,15.0,46190,47,039
"DeKalb County, Tennessee",21.4,20.0,48484,47,041
"Dickson County, Tennessee",9.9,21.4,73223,47,043
"Dyer County, Tennessee",17.9,21.6,54973,47,045
"Fayette County, Tennessee",10.8,26.9,84764,47,047
"Fentress County, Tennessee",20.9,15.3,50865,47,049
"Franklin County, Tennessee",12.7,23.1,61553,47,051
"Gibson County, Tennessee",13.4,19.1,59009,47,053
"Giles County, Tennessee",14.3,19.2,61476,47,055
"Grainger County, Tennessee",16.4,14.9,51351,47,057
"Greene County, Tennessee",15.2,17.7,54071,47,059
"Grundy County, Tennessee",19.2,12.4,45573,47,061
"Hamblen County, Tennessee",17.2,20.1,52794,47,063
"Hamilton County, Tennessee",12.5,37.0,72568,47,065
"Hancock County, Tennessee",31.5,8.6,31995,47,067
"Hardeman County, Tennessee",17.3,11.3,46173,47,069
"Hardin County, Tennessee",20.8,14.8,49149,47,071
"Hawkins County, Tennessee",17.1,16.8,55278,47,073
"Haywood County, Tennessee",22.8,13.1,43513,47,075
"Henderson County, Tennessee",16.8,14.4,53471,47,077
"Henry County, Tennessee",18.3,18.6,48540,47,079
"Hickman County, Tennessee",14.1,13.6,57223,47,081
"Houston County, Tennessee",13.8,13.7,54475,47,083
"Humphreys County, Tennessee",13.7,16.4,59333,47,085
"Jackson County, Tennessee",20.7,13.5,41475,47,087
"Jefferson County, Tennessee",11.5,21.0,63084,47,089
"Johnson County, Tennessee",22.1,15.7,52152,47,091
"Knox County, Tennessee",12.2,40.2,71662,47,093
"Lake County, Tennessee",32.3,9.4,30500,47,095
"Lauderdale County, Tennessee",18.7,10.9,49205,47,097
"Lawrence County, Tennessee",15.3,15.5,53233,47,099
"Lewis County, Tennessee",15.9,10.9,49477,47,101
"Lincoln County, Tennessee",12.4,19.3,63115,47,103
"Loudon County, Tennessee",12.6,28.6,80296,47,105
"McMinn County, Tennessee",13.3,17.5,59674,47,107
"McNairy County, Tennessee",16.1,11.8,50714,47,109
"Macon County, Tennessee",15.2,11.8,56269,47,111
"Madison County, Tennessee",18.6,26.0,58189,47,113
"Marion County, Tennessee",16.9,16.5,58103,47,115
"Marshall County, Tennessee",14.2,21.0,70829,47,117
"Maury County, Tennessee",9.9,26.5,74162,47,119
"Meigs County, Tennessee",14.3,12.0,58395,47,121
"Monroe County, Tennessee",16.1,15.8,56648,47,123
"Montgomery County, Tennessee",11.6,31.7,72365,47,125
"Moore County, Tennessee",11.3,24.7,66687,47,127
"Morgan County, Tennessee",18.8,13.7,57408,47,129
"Obion County, Tennessee",17.0,18.1,53102,47,131
"Overton County, Tennessee",18.0,13.5,46159,47,133
"Perry County, Tennessee",17.7,12.7,50489,47,135
"Pickett County, Tennessee",25.8,17.2,44591,47,137
"Polk County, Tennessee",13.3,14.7,60227,47,139
"Putnam County, Tennessee",16.9,29.2,56537,47,141
"Rhea County, Tennessee",15.3,17.4,58133,47,143
"Roane County, Tennessee",12.7,22.0,66218,47,145
"Robertson County, Tennessee",10.2,21.1,78439,47,147
"Rutherford County, Tennessee",9.2,34.4,82588,47,149
"Scott County, Tennessee",24.9,10.2,42679,47,151
"Sequatchie County, Tennessee",23.6,18.9,52260,47,153
"Sevier County, Tennessee",13.6,21.4,63829,47,155
"Shelby County, Tennessee",17.5,34.2,62337,47,157
"Smith County, Tennessee",13.3,17.9,62799,47,159
"Stewart County, Tennessee",12.0,16.2,62052,47,161
"Sullivan County, Tennessee",14.9,26.6,56802,47,163
"Sumner County, Tennessee",9.0,32.6,86005,47,165
"Tipton County, Tennessee",11.6,18.5,71736,47,167
"Trousdale County, Tennessee",10.3,10.1,63190,47,169
"Unicoi County, Tennessee",14.2,20.0,50381,47,171
"Union County, Tennessee",13.9,14.5,61858,47,173
"Van Buren County, Tennessee",13.8,14.0,60281,47,175
"Warren County, Tennessee",15.3,15.1,54088,47,177
"Washington County, Tennessee",15.8,33.5,61051,47,179
"Wayne County, Tennessee",18.5,12.5,52824,47,181
"Weakley County, Tennessee",19.3,21.6,49502,47,183
"White County, Tennessee",14.7,14.2,52206,47,185
"Williamson County, Tennessee",4.5,61.8,131202,47,187
"Wilson County, Tennessee",7.6,37.2,94048,47,189
